item_name,inscription_number,inscription_id,list_price
Bitcoin Frog #6915,401079,df709a5b3b949136a5c400eda79f786a6293cdcfe55dbaa2668bcbdb5849070di0,0.18
Bitcoin Frog #5073,402358,9d3827f7580216d894335e99c75ee887accc1c4a886b8e92d60e5dc9e651b926i0,0.18
Bitcoin Frog #4871,403346,90fa3aea54dda9f7022800abdbf9308f64da6a6c1fb6390267141f496b1c9b3fi0,0.18
Bitcoin Frog #3236,403371,f55843dac5352a81de9cdc8435d7e26fce8dff6b27729ee60bf3f8f0c7ec1340i0,0.18
Bitcoin Frog #8032,406160,d93b9001b1fca2c5a96bd2ebc44bd1dd43da512c19d3532fecc710d2ec186181i0,0.18
Bitcoin Frog #8887,407511,68a2226289e59935609e609d1b74a5f1a50b83eafdf55b23a13cff7f1b39d49fi0,0.18
Bitcoin Frog #9323,411780,45c6b36fbedca36179e3370aa252b70a4e6f13120120de98996bea79b56625f0i0,0.18
Bitcoin Frog #4839,403591,7d76dd035fa2648c11b88c1c5e10a87bb0ef438571c755a29770b7d0d52ae044i0,0.181
Bitcoin Frog #2346,411196,7db847a248e99169c3e1493712a275d96d74866e8aa98e9a789dfc1ca03a86e2i0,0.181
Bitcoin Frog #1075,405911,f1cbcdaa4900771de77b24059f589ac4a5e3203b592b5d62b4ccb81c695f447bi0,0.186
Bitcoin Frog #3795,405536,2af55d68d1aabd6e513cfa252df2f19cdde5e22525210769e6819068412a5175i0,0.187
Bitcoin Frog #5249,395927,955e795218cb4b08674973792dbacd8bda8527b2f720c78fc5ec5e78d562e604i0,0.188
Bitcoin Frog #2988,412192,4c66ca8884d3afd7847a7fba548b3a321ae4d3ccde08850970e5454f0581b2fai0,0.188
Bitcoin Frog #6068,412041,2e22e2feaa7bef4118bc5a210ee6fde1bd1c73f75e438b5f903a0f1e6113c9f6i0,0.1888
Bitcoin Frog #301,402611,66e8bcffa7fa2ed966dbd8175a25e124ea1fb97f7d76a3c8b198db4304e4882di0,0.19
Bitcoin Frog #8562,408047,31b7ccf42f482cec575a44d347cc9e970632176bbdef3a8c6025a275be937caci0,0.19
Bitcoin Frog #6437,411268,1732cfbe7488f4c35367c8431990fc52e916f08697513582ff2a3f8246151de4i0,0.19
Bitcoin Frog #3700,412322,50967fc2636a34b8920490c4335eff3cdb84de9309efe296b7113b3ac06b11fei0,0.19
Bitcoin Frog #1464,402425,df38cb96740c3bd51e9d9d9be82a1192d525b827ba09ef745295c3740399a028i0,0.195
Bitcoin Frog #2614,405473,e4955d9bd21334bc4d33e11963b0bc3cf77c4b5a8bc23cc81f2e0ecd32e31b74i0,0.195
Bitcoin Frog #7526,404710,459f75133e3e81367d2b76641e855fa23d083ace42f500f60d8a828a48adf260i0,0.198
Bitcoin Frog #4253,405272,cb8a2d2f745a5a526a2baa900d54ceba3947a37dc99a818cd1dbceda42270d6fi0,0.198
Bitcoin Frog #8901,406777,053fcaeeec5973cec0e3790e7a920e98f22b23d309e709bba9b57a1023e5258ei0,0.198
Bitcoin Frog #6721,409205,f95aea38356c019b4ebf6968e9d3c0f9de8f3a857682ee20c95bca527248d4c6i0,0.198
Bitcoin Frog #4091,407103,19947925c09634ad9fa5d10ee6c88e4bb09f3e0f3154005681ccdfe0d3c4f795i0,0.1987
Bitcoin Frog #7910,409723,4210edfb04f37a2123d8b4359d34de8ebaa537574a90472100447d7a4011bccei0,0.1987
Bitcoin Frog #3727,402829,1cf5076564b02bfa1f029bf55aa1410cb13ae3ec3507cf71190106cb9980aa33i0,0.199
Bitcoin Frog #1600,406900,8dfa8975f49acdd3c2f3f7c3b04da22a24cd9d176fa78603fcf0d3b82e4e5391i0,0.199
Bitcoin Frog #4057,395850,790bdab4a41c701361915df13d3c440957174ebb49ba6a0410a9d6ee5f908d02i0,0.1998
