item_name,inscription_number,inscription_id,list_price
Bitcoin Frog #5725,411554,3e2ce7fa31a6dbd015b08dd47a221042d277a6c307e8b3a8054195ead77561eai0,0.22
Bitcoin Frog #6383,406260,746e62276a1c6f21ac7315f5bb0a9b8978de3388ca606147370967538e6fca83i0,0.2222
Bitcoin Frog #8494,412026,1ca02ba1928bf79875d873197cf3c09f66a85913ad75c00e2e6ef160a3f85af6i0,0.225
Bitcoin Frog #1929,405409,3d03361d9903c8f7a215e3c473d68f2e7011d6397a6dc5f7681444896245ab72i0,0.22999
Bitcoin Frog #7500,405832,9a792c64d2fc5f31f84c3741d9eaaf41a2cf2dc0ceeea0e5dc772d4fe6196379i0,0.23
Bitcoin Frog #8070,405943,11721dfbe1b090d89cb8421094807f30c875cb0a4dd09d848d8ad73fb499257ci0,0.23
Bitcoin Frog #5700,409867,89e1d3200b0bcf33c739240889ce5e786b7b6d7f195bb874e1a9c5b819785dd2i0,0.2345
Bitcoin Frog #417,412183,a353930543613bfded8669732c5bb980d68be44d021a94b9c29d38336cfa6dfai0,0.24
Bitcoin Frog #4332,401183,7ac215b115672eb6d089762004ecff5471553889ad8862adb57ea77712ee570ei0,0.25
Bitcoin Frog #1311,401468,6c3657ebd2285aa16622a522d91ab3545cc9e3cd6a00630cb095a145843ce815i0,0.25
Bitcoin Frog #8101,401732,1c07c220a918568bcbcb6f667b751178e0a3a3dfda611a0b3c8108baafae5e1ci0,0.25
Bitcoin Frog #8540,402331,94cd25a52b5e3dd90ed755674de18fa7dcb38647c501bd0adecdf000700fe025i0,0.25
Bitcoin Frog #8441,403692,6422d41f0f437ac5c1627167dfbafb1b796ca132a11f93d49eb1710d15aceb46i0,0.25
Bitcoin Frog #6879,404042,5da85f5c1541640dc4237947c6824901c957486b93de51ab6961cb2522164550i0,0.25
Bitcoin Frog #1649,404177,561dc712b7e907db09054f419d0982415697a75d53959847ffdd1e990d2cb153i0,0.25
Bitcoin Frog #2134,405172,b64368d62d49093e8d05320bf25b2c0dc595b19b5ff247d5d01bb5d5ce369b6ci0,0.25
Bitcoin Frog #8590,406299,70012696e5400b9dc853ef0220f1aefc888e3b32e0d25b6b9e4037bf1c1e1985i0,0.25
Bitcoin Frog #489,406599,dc69a8172ac50165e7d89c6d10d6b31344fa920ef471355b5a6425315797138bi0,0.25
Bitcoin Frog #8919,406676,eff934a1c1c3655dc82040a257eab59a224911f0357be9b18e8921e10227be8bi0,0.25
Bitcoin Frog #5176,406726,81bcc8e948c92b2993c0d349547896df778ce075911f1ddae344b8c243da0a8di0,0.25
Bitcoin Frog #7261,407080,f0019387de75b7dc1b176e821e7d163171e4208bf843e70b57175bd2c99af295i0,0.25
Bitcoin Frog #9000,407820,63ffa28becf1988e890a09a64dc790360364b5c51298527d036a774b2071e4a6i0,0.25
Bitcoin Frog #8668,408050,2c01c98e6f9178fb28533708a2c57ffe3bb24e18f60a830d5acece2ff210a0aci0,0.25
Bitcoin Frog #3275,408244,10489d3a12fd532872d181e96669c7ef5d23fd6e21153800878c83dd973fbbb0i0,0.25
Bitcoin Frog #5397,408603,704483f1c5de72b3892e214595d665b240bed7384d7537c09460e25e716de0b8i0,0.25
Bitcoin Frog #9395,409176,29ccda0e0e188dc04ef0b5507a69c943e75adc085023919b8df5526a88fdf6c5i0,0.25
Bitcoin Frog #4167,411974,49443d9fdc201f8a01d8a5223682467860ec26fb9bf63858749abfce9d90e3f4i0,0.25
Bitcoin Frog #3985,406714,8a1b583ee1537ed39a336fb8afc6142591d940437137a50c4a422dafe0a0de8ci0,0.256
Bitcoin Frog #293,412323,1d817174cbed269629060e781ee2f8621892a07bfe89f105c9a4e5f94fc918fei0,0.258
Bitcoin Frog #8282,405967,8780deaede6c49ccd1711bada921015c282620e032c5677c72a92cb15376ac7ci0,0.26
Bitcoin Frog #5441,411533,f726510f2e9b3ccc9009a9709695e62e3d7ec56bf1ae68c9cbc8f109514301eai0,0.26
Bitcoin Frog #9122,401025,d0be77b8f41f82a93863ff02188c53b334af0e27712bae8643b8a46a00029c0bi0,0.266
Bitcoin Frog #5951,410012,8e3b31370d09bb3b83577b48d4f610f8cc34bf894cc751a5a960e10de43688d6i0,0.268
Bitcoin Frog #1241,403121,bf3c06d30785847b9b6016fd564f9997c83079a6b558ede35eb66ab24d202b3ai0,0.27
Bitcoin Frog #8695,405998,2972f9134715a0b9e83d1e1d53c7e18f0d41491ba5a900568cb9aa3256c1a27di0,0.27
Bitcoin Frog #6378,406313,5909a814cdf28fff2526d8e53e00bde9685f088703613b35dc79066d150d6985i0,0.28
Bitcoin Frog #8390,406974,95a44538611853fcda71d4d84e9652628b92aa29fb2ab6e30fee4087a1e02b93i0,0.28
Bitcoin Frog #6723,409124,6cc35f2f99c184affed0c6e7ba3e7df07d9c5fc422b9a4c0a568222fc7805cc4i0,0.28
Bitcoin Frog #4281,410271,d7ea48568c18f08129595c1be75d38a2b3cbd28a3e93b47033a75a83578ad9dci0,0.289
Bitcoin Frog #8877,405486,281cd5c7faaa3cee223406a95410f6c258eadc9c194245b93cb6f9c029a14a74i0,0.29
Bitcoin Frog #8866,406345,999ba2ae193bd605392229cac1d90519832248d71ccbb70b4953abe8b33d2086i0,0.29
Bitcoin Frog #7230,412349,c1f6db68b1d5dc5720d58d40faeabe56404b548a04023f18a5bfb5443be7eefei0,0.295
Bitcoin Frog #61,412269,0676b43ed81aefe85286429cb61540513c3b777f73218b0e3f2ec3ed8a2ff8fci0,0.297
Bitcoin Frog #7830,404744,35092f590d84f76ab93a15e03c5930e28536590301e9bb7f39830ac0cfd9f261i0,0.298
Bitcoin Frog #4457,403310,d30ca23eabdea45f7d9cf6c5ce68f526994fb8cc1f5ed71bccca679c9e0cdf3ei0,0.299
Bitcoin Frog #5153,405441,459818dbc25a9551eb58c75169547dbd0e674a30fd0ffdbfbb3a1b0f08186e73i0,0.299
Bitcoin Frog #2857,406316,086c5d4bab1b435058afe05e96a2b24cc393b03aca6b5f280aebcb04bf9d7a85i0,0.299
Bitcoin Frog #6531,404778,86e21d102b96e78d48611630f5e08600103263832d579eeec676ccb98b4ab262i0,0.2999
Bitcoin Frog #432,395881,5847dabd2ddd3efa98e1c9e854fb54ca901e2f33a3a249f2db04cd96630e7603i0,0.3
Bitcoin Frog #962,401038,20a9041c919b1b78058d4abcb6c34a0e6410d812c59b1e951ca624a20176eb0bi0,0.3
Bitcoin Frog #8906,401520,50e8f1622ac8eeebba0ec0b121d55e1244aed5c95980f56bd202c90ab3c74417i0,0.3
Bitcoin Frog #4808,401666,5b0ea3eeff9d0f81ff2e29eebab24e9fc73bdcf60bed4a6a335b610295b8b11ai0,0.3
Bitcoin Frog #8982,402249,f955a4584ad5c65bbeaff4e1fc9496c3700648bb1b490f34d0b876a56487fe23i0,0.3
Bitcoin Frog #3735,402631,d1c4e68fdc756e133b8bfdac17db12a646c43056cc1becff9a566ef4599be62di0,0.3
Bitcoin Frog #2159,402923,50c20300c5a0fd54406ca1862f183258d35662f43a0f32ba95178ad19abdb635i0,0.3
Bitcoin Frog #3635,403077,df51c9c416a2cb4ea31b8af0b858308232ad8e52bb1334394d864d67734e2539i0,0.3
Bitcoin Frog #3283,403320,ae6634ec832d7d223b1b705dea40f64f9b2b0102db07ab79a58b4e3bce18153fi0,0.3
Bitcoin Frog #8671,404406,e502c03142b50c626edeafa697b09e8fa7c32a4fb16680b5b37ac3c270ff4759i0,0.3
Bitcoin Frog #6156,404488,c1aa831d7d3e63fd99d8b8b2ca9f85deca3090cb6755daf3f9e155f52d64825bi0,0.3
Bitcoin Frog #9923,405372,35e818cc4a218db9601eb900f0d4369e2f46de17651a989c3cff2208dcecb371i0,0.3
Bitcoin Frog #943,405422,3c82db3196260a764d3cf74276138a4fbb9018b310ac172c11b108de4bbff872i0,0.3
Bitcoin Frog #7699,406115,97f1f0c30ced7b5fb0b55157e8f1c0484c247f9793c8a10c537b7138b8f93e80i0,0.3
Bitcoin Frog #4814,407068,c66d604c20a92c6cadb35a85705a425890467ccc94428f20dfccd7c6bc11a095i0,0.3
Bitcoin Frog #8839,407358,ad6b2d4523c31a02dfa0a72f8835545a04f61cc94142f3756923f7497b0e509ci0,0.3
Bitcoin Frog #1413,407610,f40979f985bf505ac077dee1d4cbce87c200bbbdd58e65e19a129ce03d2564a2i0,0.3
Bitcoin Frog #1917,407801,edeb588b8937641ab3cddb5f7ee23edbe8fa7ebcd4cdd13836dc31bbdd4663a6i0,0.3
Bitcoin Frog #6617,407804,dd7070cda627c7f6fc2d625afd2fc38a95e5630da07a77756a7d76d84c5e73a6i0,0.3
Bitcoin Frog #8094,408141,90561215742a5629899cc173245cf9f65fa50c45e0e344b46d96187e4dbbb9aei0,0.3
Bitcoin Frog #42,411048,7394f36dca739a1d7754fb8a21170aaf43cf36b08183780badb2f2d5d1f052dfi0,0.3
Bitcoin Frog #433,411276,f2bf688dace1c02cd0be9256781185fcc6a45c54ce2e2bd1f698386d5b302ae4i0,0.3
Bitcoin Frog #4196,411432,2b742573bbc28be49ccf201ca46215f59b593fae6dbac61f6db2b27844ea68e7i0,0.3
Bitcoin Frog #1479,412055,8f2dc9ab67772b90f620d8802490c7e3fa6230e6a0a58109bc9c82375bd011f7i0,0.3
Bitcoin Frog #2370,408224,0f2807d476526c2588d923a27a36e4a716f4c239f791747d6096f1e356ec5db0i0,0.31
Bitcoin Frog #3797,412109,7279512d4ffd922ca48948dffeaead7bbb40ebc19ccb0002ce970836979564f8i0,0.32
Bitcoin Frog #4979,395993,f48daa1e7e2b2d30390c9b0e3a5ed91a0eb8b521e37f51e9a58e37f2e50cbe06i0,0.328
Bitcoin Frog #8605,395537,0af544f053bcf4cdb41ee4240701580d846f606abbf56282018e4469f2cb50ebi0,0.33
Bitcoin Frog #165,402371,098d54d7b2c1c367e9eb65a0566a562aedef5647dfaa8db1962e9779df010927i0,0.33
Bitcoin Frog #3171,402892,b4f3537234db4ff81554d1f541ce19b59297b24acbe01687418771deeba62935i0,0.33
Bitcoin Frog #8996,404866,6ab21b02491e8884c6c9717b9e6e3bf8aac2d8f1d13d0312a2cfab899fb21165i0,0.33
Bitcoin Frog #3897,407862,8864cb4ee2b4a4bbd92a180c108ef785823b7556b8caca8f80bb32608bbedea7i0,0.33
Bitcoin Frog #4876,409649,1d8c11a22440d36d9a3243f068c6ac66419d5db1afd32b0080f6461f229825cdi0,0.33
Bitcoin Frog #8884,411912,742ee5372dcea5ce2d54c64064c725e1426a3f44e35dbd69ece23991574379f3i0,0.33
Bitcoin Frog #2771,407529,7ee10a849b24acf5c831933091a8a9381b11a393734c22048cfe2bbc5f0a8aa0i0,0.333
Bitcoin Frog #4217,409071,3305f5b1065d9bf518f735b08bb01d406cea4dfca7d3a1f65b5cb1ff6a5d35c3i0,0.333
Bitcoin Frog #2593,400740,613ab7b2d5e62029749ca9ef15c1efb7070dd5aa31d8e8531846663ffeb75910i0,0.345
Bitcoin Frog #175,395923,6c388e7b231d7ddf6dd72cba1170fd69f3383e471b5370da3d40a1f8f767d504i0,0.35
Bitcoin Frog #4834,402576,074f4b789a37dbe8b7a2a842522b963bac7562bde3b381c64a89e75b811da72ci0,0.35
Bitcoin Frog #4219,406398,c73de8bb57355453633a161bc689f640d2d9cf38fefb237d89a5854cab3b9886i0,0.35
Bitcoin Frog #7196,406922,fd77db9d279e488bca2711a0ff8dc513bce05255aced8c16f0d8e7147793b291i0,0.35
Bitcoin Frog #9205,407646,feb3f1a81e809d6672f7dc9d1a8285b82e3932efa0a6298eace6270943c956a3i0,0.35
Bitcoin Frog #5797,408845,5751ae040756d88bf1e61e232207843e8ae6a5b496c8ae30d4c04f648f522bbfi0,0.35
Bitcoin Frog #3184,409667,ddfb19b8e330916496191d76755416f2366da4ce661d6f62e6362fe68cef80cdi0,0.35
Bitcoin Frog #1714,404953,509bde75e18469e1ded224227b5c04b0d17a3bca0fdfb7d82ff6210024ace067i0,0.366
Bitcoin Frog #5484,402594,80ca2eec4696da3e9a66a1885a8d9fe99338b2512018d684f8c440b6ffbd142di0,0.36666
Bitcoin Frog #2166,411531,4893e469bf0fc0ad40cef2e84be688d95935af33f590c367f2dc37423025f1e9i0,0.369
Bitcoin Frog #3837,402841,6df0cf504a78ad7d381a5da031d20da5056a67e5bf07005ed431996d0216ed33i0,0.3777
Bitcoin Frog #2569,408648,a13b56fb8b5eb45452ee5072e544ce8ede9fefd29a005de7ffedfb05864353bai0,0.388
Bitcoin Frog #2219,404273,c3db4ff3aa721006d714bdbdab1f98e1bbbc0118231285c98af97779663c5456i0,0.389
Bitcoin Frog #8076,407937,0756de68bd445559c69561a79c70644cbe145c2d0f866613b33a66062950d3a9i0,0.399
Bitcoin Frog #3607,401451,c2517982ff2a22f3eecae57f89298c15d60953d68f1509028dc4ba23f9647415i0,0.4
Bitcoin Frog #6505,403865,cb4738444628829e631ef03f4bea204fafb4a7b5945bf0e4c0d6df27c5e3614bi0,0.4
Bitcoin Frog #1350,407244,2be498e6e48cb29000f2ef3038c9b70a931757146b09a970396299d45cfd9f99i0,0.4
Bitcoin Frog #9198,407724,7f9c9348718114083755c13bec9947dd90c91484429ec148c4f1be3643c928a4i0,0.4
Bitcoin Frog #8155,408589,36cf585d36fe79e5e38acb8db4e39cf960097be63b67d3d2434424b5411b89b8i0,0.4
Bitcoin Frog #4399,409073,2440d6af51e9b60470fa9b0fdc909cd6e331e073bfd0307b867540506d0a51c3i0,0.4
Bitcoin Frog #2667,409123,e8993b33f8ac11a780f2956fee63d093a74bd878b3e1e09eeb6c2b36c61151c4i0,0.4
Bitcoin Frog #4715,411945,c569db6a4c7310baebb6089b728fc9ea98c7c9e430e19de46b4f2d08557f51f4i0,0.4
Bitcoin Frog #2435,403966,deda4a950d57991dc61800f86b69925a9159e58dc0a525196e49a76443ad4f4ei0,0.41178
Bitcoin Frog #6481,412115,8919d9ea281d5449a6541b34c26cbd113eda6905730ceb79e8908c63d6bb88f8i0,0.4118
Bitcoin Frog #552,405836,e1f8ca4ad0aaf414bb729e9e031b3c99e0c9bd23a93dbbdfe9726240f6206d79i0,0.42069
Bitcoin Frog #8845,411703,78ec7c82314942a11b1984a3c6d8c84718264531981d05fdb8cda6c3070033eei0,0.42069
Bitcoin Frog #4581,401654,fcd1c405d8c98a497f87b587f08dd146472c6e83a234b83b0cfa6ac046b0601ai0,0.421
Bitcoin Frog #7824,404532,964039cb313c6920d1ffef5c9f27bb9a52e390c256bc17b2f5d50de3268f325ci0,0.43
Bitcoin Frog #8124,406707,36c89a75124d5d5fc97cff42c2d1bd82e11917845b52bc1c514d88281594b38ci0,0.43
Bitcoin Frog #5643,404947,13782a3860ebebaebb040d6bf9d5df03566bbc9d3da3b31bae34d05db7a8bc67i0,0.44
Bitcoin Frog #368,410130,c4e759e84742e3c540df64bfa23f756d06adee86e58dfecc8349f0b4647468d9i0,0.44
Bitcoin Frog #765,405990,496df864a438219d9b756ba641741f588067de6941774e46e556fabd89de787di0,0.457
Bitcoin Frog #3242,395908,2be56149fecf38bd466a802910b0437a6b905b16f6d7803b65db8ab196175f04i0,0.478
Bitcoin Frog #5586,408161,6f579416539d572ac303752409220e3b7e712b348122f928e0bf71548e3a0eafi0,0.489
Bitcoin Frog #1080,401512,cd30e7e831e01ffc83a50a839d9bf479bf08425cb8a948ea67e517a893631a17i0,0.49
Bitcoin Frog #4994,409896,577a9e168ff24681bdbcb8a7b5c726182995803af8f6732f0d31a715fc7206d3i0,0.49
Bitcoin Frog #6803,411478,46a6187772a5cbef3de75bfefab20ff5e77709edf33e55fac8504b56414ba1e8i0,0.49
Bitcoin Frog #9761,395782,22ae356d04e18b1d2987be44ce89e02230c38e209cf9759134800cce7148d300i0,0.499
Bitcoin Frog #1747,402011,254d03b7a2fc3c385e1c5ad3158bf20393eed882860481caae78f13270f78a1di0,0.499
Bitcoin Frog #1366,408069,1db16679e98952b43c90da0aa50dfb2dc39d7affb317a927c0fd6ba893b219adi0,0.499
Bitcoin Frog #8370,395786,41e5eed071f6c764d51711fc76e70ba02412ff92c577c499bd0ac0ebf0bae400i0,0.5
Bitcoin Frog #766,395802,c5c8d7a715e932ec6a5e90cae261c8d14e953284c46df1e8c39e4cf6b5606301i0,0.5
Bitcoin Frog #8042,395988,080168ab86739268eeb58cbce82dac37a65e2f990f06212bdc2df8d8e0a28306i0,0.5
Bitcoin Frog #5358,400785,9b6a5e0c4ae237e3aa68e49c9210aef638c2ceb867b000465d69c022d73cf804i0,0.5
Bitcoin Frog #2834,400803,748f8105ab5b8f8d5d883dce7e9e8be06eda76ee592fd12170e14d4d24c2f007i0,0.5
Bitcoin Frog #3116,401060,e7c52d4686a9b84e1670443dfa3e83a2abc8bf50ae995798ca703d42aa2f990ci0,0.5
Bitcoin Frog #7912,401434,51b53304f9b73b46f86c0e07f9e01466adce669faeca84a9523c68cc24620915i0,0.5
Bitcoin Frog #714,401711,68bcfef9d59da855d261e51786cbddde86516d213b964ee4b939e0a170f2d21bi0,0.5
Bitcoin Frog #5987,402086,a04ff08df12e968b8d9c84770d74e4f9685876548d6198278326004cc780a91fi0,0.5
Bitcoin Frog #5389,402468,a2d0b854d81b19f0a1e1a0e67b6c386ace240e4d0745c5e5f7de1585865a9529i0,0.5
Bitcoin Frog #7903,403092,bed0593829d2985d133e1cc199234f94a6f43620e0f148f122e24c48d6677539i0,0.5
Bitcoin Frog #520,403140,88fbcef398c4e8c1f10323d6c3bc581a176bf2614684d5598859fdb6fdaa913ai0,0.5
Bitcoin Frog #1683,403171,22070ac5104c2755a9c1f58a9dbf09bb6267201852dc6ba849603ffbe932853bi0,0.5
Bitcoin Frog #2098,403633,fc7a78ec033b0f76f0cd873d0c051b1349f26ae379622f00460182b1b248a945i0,0.5
Bitcoin Frog #9298,403813,41aae245dda19a82fe864a7806ac81fadce4add52f1b11aa33f40f80003d2c4ai0,0.5
Bitcoin Frog #6471,404301,7ebe09af896c53b52b718d150af2df8121ac0d3a097870a20d9cacc4b523da56i0,0.5
Bitcoin Frog #7140,404482,2553e180ae14fb2c2671ca84d76717a2585f1751e4604707f5b651dfdd02735bi0,0.5
Bitcoin Frog #3609,404485,9ce35963f079c2ffcf0965bba760bebf880fae663e86742b3c5c0934794a765bi0,0.5
Bitcoin Frog #7989,404576,37a26e87eff975132b37757bc56306f508141db4eac3aa48864b52521f04635di0,0.5
Bitcoin Frog #7506,404577,4c9e8991789bede391c6ffbf5ed1d4231cf52cc72ff661f1bfb78db8a57d6b5di0,0.5
Bitcoin Frog #8115,405052,5739b2d80d84f5e6af82f5a563a4430e4e82b5c6fbc3c04d9cd8e1c81d2b256ai0,0.5
Bitcoin Frog #1022,405184,16e7bb3b935a51073a1770bf461619f057c9604f3fa8000042223968ff11fa6ci0,0.5
Bitcoin Frog #652,405267,a4e8fc7a90ca5aaa8e45f2818d667002d996fb1abdc2d3994c0bedcab609de6ei0,0.5
Bitcoin Frog #9174,405273,87b7f4ce3f1940cd27db9defdcdeb44c5fc12341f4dfa34cb5b05924b0711f6fi0,0.5
Bitcoin Frog #2773,405351,24353385f886ecda99e60f8d92dc669403aa6d2fb6e7d55594c9373e6ffb4471i0,0.5
Bitcoin Frog #567,405809,8e70e52ec0684e3fdfd1baf2744cac0aacfc081cbf4d8e1f494c54da152dd878i0,0.5
Bitcoin Frog #7431,406258,35c1f992b3ca307886e87591d87c463ebe3e9440e4159203808dbb19264eab83i0,0.5
Bitcoin Frog #4533,406545,a67b35ba811af4a198db28d2b94c61207324c9a48df29be2a90a8367f410c089i0,0.5
Bitcoin Frog #7323,406575,1a31ba8df94528b8aa27166afe169436e7876b5ffecda29a8f5c21950519538ai0,0.5
Bitcoin Frog #7964,406881,96275b17750bd87e41d44e27b030122c8f2e2967c5eef3e8b799a76ddb24fd90i0,0.5
Bitcoin Frog #9918,407224,31c94713f660886103afc1c9b69546b99c2269c50627113328828c25e0813699i0,0.5
Bitcoin Frog #7950,407515,de31e067270d871b7de1a802190513a265a8e6e7d843c72a1ef1c9918469f49fi0,0.5
Bitcoin Frog #2994,407566,dd9d33fe7d693c1d0b9609175618654658b41956cab76ec9c86b56bedcb765a1i0,0.5
Bitcoin Frog #4657,407776,650db3f580e0c99654426d5b10dadc1ba19888ee88f0dada11ac0fc807fec9a5i0,0.5
Bitcoin Frog #8648,407868,8798f197900f4181e87d9ef344fc7774f4cd9bc107a7e00c2501d20eaf0b23a8i0,0.5
Bitcoin Frog #460,407940,651c205845d131dc1aa2794444cd8a3a477259629df4a4262f30466bdad9e3a9i0,0.5
Bitcoin Frog #8044,408030,9cda806fabad34d06f946cdd5575b70266d9337b60e2a310b5a0cfb0bd4afdabi0,0.5
Bitcoin Frog #5207,408241,6829354dbf1fcf040a0fb32caa2129a7b1b2466c5d83632eebb74e12e60cb1b0i0,0.5
Bitcoin Frog #832,408597,96236819e6d848622e8c1d434492a34ded63fa3c9e07db660da93b915665c1b8i0,0.5
Bitcoin Frog #4445,409473,ec2d2e11405cb846264527769ebfb18d29d02eed5b87abca194adad16bffebc9i0,0.5
Bitcoin Frog #2256,409535,b800eac066b780e9e47cd8ef6ca5fa23f33775ae8e684e44d628378e12066dcbi0,0.5
Bitcoin Frog #5203,409759,f0bec0a6c5092a0129f3ff6712a3754e333cf6ee6857b04171392c014b2d90cfi0,0.5
Bitcoin Frog #9107,410084,387f11e5f657b6ef6e7c2326493b2c5ac9ca472e3b614d3232bfcab4462831d8i0,0.5
Bitcoin Frog #919,410196,9c1ba1fdf4297c24c8ba732938a520eb9b2cc0bb7f5cee82be030148c73a1cdbi0,0.5
Bitcoin Frog #2575,411152,c54e367b7cefe9724c8d3f97ecc537bea778a24410d6694df41ffb5d1f2cb0e1i0,0.5
Bitcoin Frog #3424,411265,d80d9ea2bb1121f25c2678b3b474f3071622088af37f5fdde7dd71d1dda412e4i0,0.5
Bitcoin Frog #8306,411714,0555293b24e49801eb3f5b645f841d7b33d0daf2f55da335a9dcb130ecc480eei0,0.5
Bitcoin Frog #1113,411871,ebb098fb032d7b7740047ee373e28ec759a75493f0c2e75a6eb66f09497b69f2i0,0.5
Bitcoin Frog #8706,411887,de31599a4100e156cfce760dbb0f472db54fc6674252fefcc63345ca27cbd9f2i0,0.5
Bitcoin Frog #937,408894,39b19401be5785655969a43c728324bb7e4330caa8b9e8b1df047d73e95183c0i0,0.51
Bitcoin Frog #1860,409468,d0b21bb64cdd47a27feb5a732595455272b15dd6acfee307f015b143c321ccc9i0,0.51
Bitcoin Frog #6598,407863,359ea4b45716dbf8ec7c6329f308b3cf91a237fe699ad1dd1848371a38bdf2a7i0,0.52
Bitcoin Frog #8559,405848,03d683cc9f62ed77e4c6ad30a25b0e7a92a468c1108802a303c82960b293ac79i0,0.529
Bitcoin Frog #3938,404003,b87f76023e3ffdb2bb3e8bf1d49aac34aa203562d4da8bdf34f27a7bc52d254fi0,0.55
